wave_type,mean,max,min,sign,disorder
Gamma,-3.4885904972774853,10.618158307429724,-20.856864367503846,negative,anxiety
Theta,-15.095795586253324,-9.30814791348456,-20.969155666334366,negative,stress
Gamma,48.60582204271154,56.70598321535138,44.153410502275236,positive,neutral
Alpha,38.40224425714392,49.832769828100254,23.80030749962199,positive,depression
Alpha,-32.455415502256834,-21.676798159238725,-50.415378517744045,negative,neutral
Theta,-39.819221763885835,-31.536235752917694,-48.844945057923454,negative,anxiety
Theta,-12.002830960649447,-5.324368876586726,-30.372851394033052,negative,depression
Alpha,-30.318414906398395,-27.344564585354057,-32.659919543613604,negative,neutral
Theta,33.84971750199793,46.067764916260266,19.772046501704764,positive,insomnia
Theta,-20.198789780880833,-11.143651260536902,-35.7548412939709,negative,insomnia
Gamma,18.624896841624178,32.39494385640516,5.42847056060341,positive,anxiety
Delta,-12.117978110837647,-10.208686654879463,-29.54087742712772,negative,neutral
Gamma,-36.567024382826034,-34.03617764410228,-37.489233545045025,negative,insomnia
Alpha,16.762098328222024,28.894353641742754,8.579628495108768,positive,stress
Gamma,7.754308576242522,11.198264914364898,-6.839577193679002,positive,anxiety
Beta,35.372948228459734,41.903443064264785,22.27996438889639,positive,neutral
