wave_type,mean,max,min,sign,disorder,danger_level,recommended_measure
Delta,-33.71854354705407,-16.44658632735133,-36.48849603626509,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,13.367837597647721,18.67959477216581,3.830769121584579,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-45.04423559668249,-40.847508705352666,-45.928485603919306,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-26.75956845528068,-13.970484195546426,-38.81778184991638,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-9.539520942567648,10.052536375114919,-21.704089711405015,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,39.09694056319326,57.6548765565621,39.009775445891016,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,9.161707030062217,18.912562217354225,5.4620914216781244,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-16.533688641787705,-13.643971147270664,-30.921657206174558,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,8.244026781458771,17.745641375092312,4.825827891902424,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-4.948782183624758,12.782777158350541,-6.960945614074256,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-23.010439469499623,-8.655576116442539,-27.38223925938661,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,38.58848452025549,42.06768750507866,28.044549411342427,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,6.969577797008938,18.795773085551588,-12.547079923651019,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,12.157098313496675,29.83895184110258,5.779793411213264,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,46.781902266169936,58.12307373597095,38.60883066488191,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-12.780661194929621,-4.798608136589467,-15.065847870101813,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,-34.73837171786977,-29.371264660929324,-41.40867305315578,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,19.58818470852431,20.625646886687306,5.1336345624311175,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,15.50866686413859,17.862278692813504,-2.550842924510931,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,-5.6756664414332505,-1.1086419754261065,-19.313614289733607,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,-25.33591930234268,-7.439179504238261,-37.0625440678416,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-29.50513016783316,-23.140390761469945,-48.00915583955367,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,28.43254467833208,43.171700099286966,28.00583046046725,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,19.29559788154961,21.375503200001923,16.974528261504766,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,-24.490729349039043,-8.261346911329113,-25.668221789399908,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,37.45476006494431,37.74338007116754,33.19061095514976,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-42.45083202668041,-29.12898817621555,-49.739776235295764,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,16.12460250434546,19.03295256973675,6.205418729979648,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-42.858922951346045,-39.00538588624177,-60.6885019418902,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-10.178626278512311,0.3243460777863483,-15.874540647650857,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,30.616895570627662,38.714838248932296,28.597560983119518,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-3.035149094779598,4.075842186077233,-18.735528882691433,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,-13.470069730846369,-10.284343992003592,-27.95635727856147,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,44.73212646590039,49.02397996285678,35.437291817716954,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-1.623034163174367,4.46431240623152,-17.716730082618195,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,2.041906585114816,13.216393234242645,-13.130347685365178,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,49.684194706673736,68.24471414026175,42.332634127137155,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,11.59734928521484,31.44060651125248,2.5836588651805865,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,-30.976628131780494,-26.95122990871927,-44.922611769958735,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,28.828458473438587,45.561237676234235,23.395010657630955,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-29.828492825972518,-24.574759044475563,-42.45713210017873,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-41.85773891053728,-37.01388696868172,-50.95824363224067,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,34.918836358945526,41.62690142090977,31.213882175062086,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,27.689500863236773,45.047882618257006,25.744622020734443,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-48.9850892114153,-34.299244385402496,-62.62916058111117,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,33.919911855941464,49.81356208440099,32.52674462980119,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-26.548887394661268,-12.867265240851038,-40.856312252383496,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-25.406202126412015,-5.958444497401334,-27.80270070828615,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,22.5591697701542,30.21814947853877,8.503302363408176,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,32.34565120189848,48.91906665401622,29.434877338041204,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-36.9321174572913,-22.25715201169584,-45.83842660620912,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,41.14318540248085,60.43465837266858,39.46673964596587,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-18.387471507026333,1.3517911034248975,-19.513521145756723,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,5.906254792727104,25.590173841782637,4.71463947892946,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,0.9466950100781659,14.909429025665778,-10.283118089641395,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,19.26097535941574,28.547400300287798,14.571148751750917,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,27.966257912821092,40.0176658306707,15.523748181117892,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,49.03316542707695,62.79246659300953,35.97807389848701,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-46.20159639734368,-40.801836448608746,-60.1330651014948,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,37.287333569090634,51.35781892887884,30.908793895695148,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,32.58720368690881,39.218717916919836,27.90309221633572,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-2.020373107093441,17.448048076604376,-10.97614088659794,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-41.280576493796914,-37.3716937325222,-41.90500757794735,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-45.013739640310256,-29.9752243927407,-52.54997905392917,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,34.423271192789045,42.52881116272005,15.493948674372472,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,27.04257694532967,38.23007211851542,12.702622484567252,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,7.243576862657285,19.21802181521222,-10.080643370317564,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
